UNIX_TS,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE
1333407720,370,61,2,307,0,6,0,0,40,103,37,19,9,0,6,0,0,0,1,5,0,38,43
1333407780,361,61,2,298,0,7,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,37,38
1333407840,365,61,2,302,0,7,0,0,40,103,36,19,9,0,6,0,0,0,0,5,0,37,40
1333407900,365,61,0,304,0,6,0,0,41,104,37,15,9,0,7,0,0,0,0,5,0,38,42
1333407960,365,59,0,306,0,7,0,0,40,103,38,17,9,1,7,0,0,0,0,5,0,37,42
1333408020,365,63,0,302,0,7,0,0,40,104,37,19,9,0,6,0,0,0,0,5,0,37,38
1333408080,511,61,2,448,0,6,0,0,41,103,37,19,9,0,7,0,0,0,148,5,0,38,35
1333408140,607,61,0,546,0,6,0,0,40,103,37,15,9,0,7,0,0,0,136,5,0,38,150
1333408200,594,61,2,531,0,7,0,0,40,103,36,19,9,0,7,0,0,0,129,5,0,38,138
1333408260,621,68,0,553,0,7,0,0,43,103,38,19,9,0,7,0,0,0,127,21,0,37,142
1333408320,488,66,2,420,0,7,0,0,40,104,37,18,9,0,6,0,0,0,126,5,0,37,31
1333408380,959,70,2,887,0,334,0,0,40,103,36,15,9,0,7,0,0,0,125,4,0,37,177
1333408440,1087,61,2,1024,0,333,0,0,30,104,36,19,9,0,7,0,0,0,124,4,0,178,180
1333408500,1142,61,0,1081,0,331,0,0,40,103,37,19,9,0,7,0,0,0,123,4,0,264,144
1333408560,1110,61,2,1047,0,330,0,0,40,104,38,19,9,0,7,0,0,0,122,4,0,266,108
1333408620,1060,61,2,997,0,331,0,0,40,104,36,19,9,0,7,0,0,0,0,4,0,294,153
1333408680,1101,61,2,1038,0,331,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,354,135
1333408740,1316,210,4,1102,0,332,0,0,40,105,37,19,9,0,7,0,0,0,10,4,0,416,123
1333408800,1156,194,0,962,0,332,0,0,40,104,36,19,9,0,7,0,0,0,10,4,0,264,137
1333408860,1041,194,2,845,0,331,0,0,40,104,36,15,9,0,7,0,0,0,0,4,0,262,37
1333408920,1046,191,0,855,0,333,0,0,40,104,36,15,9,0,7,0,0,0,0,4,0,240,67
1333408980,1069,194,0,875,0,332,0,0,40,103,35,15,9,0,6,0,0,0,0,4,0,285,46
1333409040,1064,194,2,868,0,333,0,0,41,103,36,15,9,1,7,0,0,0,0,4,0,286,33
1333409100,1069,189,0,880,0,332,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,276,54
1333409160,1055,189,0,866,0,332,0,0,40,103,36,19,9,0,7,0,0,0,0,4,0,292,24
1333409220,1069,191,0,878,0,331,0,0,42,103,34,19,9,0,7,0,0,0,0,4,0,286,43
1333409280,1046,191,2,853,0,332,0,0,40,103,36,16,9,0,7,0,0,0,0,4,0,289,17
1333409340,1096,185,4,907,0,331,0,0,39,103,36,20,9,0,7,0,0,0,0,4,0,296,62
1333409400,1009,187,2,820,0,331,0,0,45,104,36,16,9,0,6,0,0,0,0,4,0,254,15
1333409460,913,59,0,854,0,332,0,0,40,104,36,16,9,0,7,0,0,0,0,4,0,288,18
1333409520,923,61,2,860,0,330,0,0,40,103,36,15,9,0,7,0,0,0,0,4,0,288,28
1333409580,932,59,4,869,0,330,0,0,30,103,36,15,9,0,7,0,0,0,0,4,0,281,54
1333409640,941,61,0,880,0,330,0,0,40,104,36,18,9,0,7,0,0,0,0,5,0,281,50
1333409700,2412,61,2,2349,0,330,0,0,40,111,1495,19,9,0,7,0,0,0,0,5,0,287,46
1333409760,2554,59,2,2493,0,329,0,0,39,110,1640,19,9,0,7,0,0,0,0,4,0,290,46
1333409820,2641,57,0,2584,0,329,0,0,40,111,1720,15,9,0,7,0,0,0,0,4,0,292,57
1333409880,2673,59,2,2612,0,329,0,0,40,113,1746,15,9,0,7,0,0,0,0,4,0,292,57
1333409940,2645,59,0,2586,0,329,0,0,39,113,1753,19,9,0,7,0,0,0,0,4,0,265,48
1333410000,2673,61,0,2612,0,330,0,0,40,113,1766,15,9,0,6,0,0,0,0,4,0,270,59
1333410060,2627,61,4,2562,0,329,0,0,39,114,1775,15,9,0,7,0,0,0,0,4,0,225,45
1333410120,2664,61,0,2603,0,329,0,0,40,113,1790,18,9,0,7,0,0,0,0,4,0,223,70
1333410180,2668,61,0,2607,0,326,0,0,41,113,1791,18,9,0,7,0,0,0,10,4,0,229,59
1333410240,2655,59,2,2594,0,325,0,0,39,112,1800,18,9,0,7,0,0,0,6,4,0,222,52
1333410300,3084,324,2,2758,0,324,0,0,39,113,1797,19,9,0,7,0,0,0,147,20,0,220,63
1333410360,3290,498,2,2790,0,324,0,0,42,113,1805,15,9,0,7,0,0,0,135,21,0,265,54
1333410420,3299,516,2,2781,0,326,0,0,39,113,1799,15,9,0,7,0,0,0,132,21,0,286,34
1333410480,3281,516,0,2765,0,325,0,0,39,113,1805,15,9,0,7,0,0,0,132,4,0,269,47
1333410540,3445,658,0,2787,0,326,0,0,30,113,1806,15,9,0,7,0,0,0,131,4,0,287,59
1333410600,3427,642,2,2783,0,327,0,0,40,113,1808,19,9,0,6,0,0,0,132,4,0,291,34
1333410660,1594,637,0,957,0,327,0,0,39,107,1,15,9,0,6,0,0,0,130,5,0,265,53
1333410720,1722,635,2,1085,0,327,0,0,39,103,1,15,9,0,7,0,0,0,130,4,0,286,164
1333410780,1640,630,2,1008,0,326,0,0,40,103,0,16,9,0,7,0,0,0,130,4,0,221,152
1333410840,1137,630,0,507,0,7,0,0,39,103,1,16,9,0,7,0,0,0,129,5,0,48,143
1333410900,1128,623,0,505,0,7,0,0,39,103,1,16,9,0,7,0,0,0,128,5,0,48,142
1333410960,1197,635,0,562,0,6,0,0,40,104,1,16,9,0,7,0,0,0,129,5,0,49,196
1333411020,1160,605,4,551,0,7,0,0,39,103,1,20,9,0,7,0,0,0,130,5,0,48,182
1333411080,932,390,2,540,0,7,0,0,39,103,1,20,9,0,7,0,0,0,129,48,0,49,128
1333411140,786,390,2,394,0,7,0,0,41,102,1,19,9,0,7,0,0,0,7,21,0,48,132
1333411200,685,390,2,293,0,7,0,0,39,103,1,18,9,0,6,0,0,0,7,21,0,48,34
1333411260,668,390,0,278,0,7,0,0,39,102,1,18,9,0,6,0,0,0,7,41,0,48,0
1333411320,708,413,0,295,0,6,0,0,42,103,1,15,9,0,7,0,0,0,7,21,0,48,36
1333411380,575,292,0,283,0,6,0,0,40,103,1,15,9,0,7,0,0,0,7,5,0,48,42
1333411440,571,294,0,277,0,7,0,0,39,103,1,15,9,0,6,0,0,0,7,5,0,49,36
1333411500,566,292,2,272,0,6,0,0,46,103,1,15,8,0,6,0,0,0,7,5,0,48,27
1333411560,594,292,0,302,0,7,0,0,39,103,1,15,9,0,7,0,0,0,7,27,0,49,38
1333411620,612,294,2,316,0,6,0,0,39,103,1,19,9,0,6,0,0,0,7,44,0,49,33
1333411680,749,299,2,448,0,7,0,0,32,103,0,19,9,0,7,0,0,0,149,36,0,49,37
1333411740,776,299,2,475,0,7,0,0,40,103,39,19,9,0,6,0,0,0,141,36,0,49,26
1333411800,763,297,0,466,0,7,0,0,39,103,37,18,9,0,7,0,0,0,134,36,0,49,27
1333411860,767,297,4,466,0,7,0,0,39,103,37,15,9,0,6,0,0,0,135,36,0,48,31
1333411920,772,297,2,473,0,7,0,0,40,104,38,15,9,0,7,0,0,0,135,35,0,48,35
1333411980,763,297,2,464,0,7,0,0,39,103,36,15,9,0,6,0,0,0,132,35,0,49,33
1333412040,758,297,2,459,0,7,0,0,40,104,36,15,9,0,6,0,0,0,129,22,0,49,42
1333412100,731,294,0,437,0,7,0,0,40,104,36,15,9,0,7,0,0,0,127,5,0,49,38
1333412160,731,294,2,435,0,7,0,0,40,103,37,16,9,0,6,0,0,0,127,5,0,49,36
1333412220,744,297,2,445,0,7,0,0,40,104,36,19,9,0,7,0,0,0,124,21,0,49,29
1333412280,616,196,2,418,0,7,0,0,41,104,37,14,9,0,7,0,0,0,124,5,0,48,22
1333412340,786,358,0,428,0,6,0,0,39,103,37,15,9,0,7,0,0,0,123,5,0,49,35
1333412400,653,345,2,306,0,7,0,0,39,104,36,15,9,0,7,0,0,0,0,5,0,49,35
1333412460,658,340,2,316,0,7,0,0,44,104,36,15,9,0,7,0,0,0,0,5,0,48,41
1333412520,790,479,0,311,0,7,0,0,40,104,37,15,9,0,6,0,0,0,0,5,0,49,39
1333412580,772,461,0,311,0,6,0,0,39,104,36,15,9,0,6,0,0,0,0,5,0,49,42
1333412640,754,461,2,291,0,7,0,0,30,103,36,19,9,1,7,0,0,0,0,5,0,49,25
1333412700,767,466,0,301,0,7,0,0,40,104,36,19,9,0,7,0,0,0,1,5,0,49,24
1333412760,763,463,0,300,0,7,0,0,40,104,36,19,9,0,7,0,0,0,0,5,0,49,24
1333412820,781,470,2,309,0,6,0,0,39,104,37,19,9,0,7,0,0,0,0,5,0,48,35
1333412880,758,454,0,304,0,7,0,0,40,103,36,19,9,0,7,0,0,0,0,5,0,49,29
1333412940,763,456,0,307,0,7,0,0,39,104,36,19,9,0,7,0,0,0,0,5,0,49,32
1333413000,758,456,0,302,0,7,0,0,39,104,36,15,9,0,7,0,0,0,0,5,0,38,42
1333413060,758,459,2,297,0,7,0,0,40,103,36,15,8,0,7,0,0,0,0,5,0,38,38
1333413120,881,450,0,431,0,7,0,0,40,104,38,18,9,0,7,0,0,0,0,5,0,39,164
1333413180,859,454,2,403,0,7,0,0,39,104,36,19,9,0,6,0,0,0,0,5,0,38,140
1333413240,731,329,0,402,0,6,0,0,41,103,36,18,9,0,7,0,0,0,0,5,0,38,139
1333413300,731,333,0,398,0,7,0,0,40,103,37,19,9,0,7,0,0,0,0,5,0,39,132
1333413360,744,340,2,402,0,6,0,0,40,104,38,19,9,0,6,0,0,0,0,5,0,38,137
1333413420,735,338,2,395,0,6,0,0,42,103,35,18,9,0,6,0,0,0,0,5,0,38,133
1333413480,735,326,2,407,0,6,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,38,147
1333413540,731,329,0,402,0,6,0,0,40,104,35,19,9,0,7,0,0,0,0,5,0,38,139
1333413600,621,333,2,286,0,7,0,0,39,103,37,18,9,0,7,0,0,0,0,5,0,38,23
1333413660,626,329,2,295,0,7,0,0,40,103,36,18,9,0,7,0,0,0,0,5,0,38,32
1333413720,616,324,2,290,0,6,0,0,39,103,37,19,9,0,6,0,0,0,0,5,0,38,28
1333413780,817,520,2,295,0,6,0,0,37,103,36,16,8,0,7,0,0,0,0,5,0,38,39
1333413840,808,516,2,290,0,7,0,0,40,103,36,15,9,0,7,0,0,0,0,5,0,38,30
1333413900,676,363,0,313,0,6,0,0,39,104,36,15,9,0,7,0,0,0,0,21,0,38,38
1333413960,621,324,0,297,0,6,0,0,39,103,37,15,9,0,6,0,0,0,0,5,0,39,38
1333414020,735,436,0,299,0,6,0,0,40,103,36,20,9,0,6,0,0,0,0,5,0,38,36
1333414080,726,427,2,297,0,7,0,0,39,104,36,16,9,0,7,0,0,0,0,5,0,39,35
1333414140,726,427,0,299,0,7,0,0,39,103,36,20,8,0,7,0,0,0,0,5,0,38,36
1333414200,859,427,2,430,0,7,0,0,40,103,35,21,8,1,7,0,0,0,143,5,0,38,22
1333414260,859,429,2,428,0,6,0,0,40,103,37,21,9,0,6,0,0,0,138,5,0,38,25
1333414320,849,429,2,418,0,7,0,0,40,104,36,18,9,0,7,0,0,0,127,5,0,38,27
1333414380,845,424,0,421,0,7,0,0,41,103,36,15,9,0,7,0,0,0,126,5,0,38,34
1333414440,849,427,0,422,0,7,0,0,40,103,35,15,9,0,6,0,0,0,126,5,0,38,38
1333414500,840,427,0,413,0,6,0,0,39,103,37,15,9,0,6,0,0,0,125,5,0,38,30
1333414560,845,422,2,421,0,7,0,0,44,103,37,19,9,0,6,0,0,0,124,5,0,38,29
1333414620,836,420,0,416,0,7,0,0,40,103,36,19,9,0,7,0,0,0,123,5,0,38,29
1333414680,831,418,0,413,0,7,0,0,39,104,36,19,9,0,6,0,0,0,122,5,0,39,27
1333414740,703,420,2,281,0,7,0,0,30,103,36,17,8,0,7,0,0,0,0,5,0,39,29
1333414800,717,420,2,295,0,6,0,0,39,104,36,19,9,0,7,0,0,0,0,5,0,39,31
1333414860,598,301,4,293,0,6,0,0,39,103,36,15,8,0,7,0,0,0,0,5,0,38,36
1333414920,598,301,2,295,0,6,0,0,39,103,37,15,9,0,7,0,0,0,0,5,0,39,35
1333414980,594,301,2,291,0,7,0,0,40,104,36,15,9,0,6,0,0,0,0,5,0,38,31
1333415040,598,299,4,295,0,6,0,0,40,104,36,15,9,0,7,0,0,0,0,5,0,38,35
1333415100,598,301,2,295,0,6,0,0,39,102,36,19,9,1,7,0,0,0,0,5,0,38,33
1333415160,603,301,2,300,0,7,0,0,40,103,36,15,9,0,6,0,0,0,0,5,0,38,41
1333415220,598,299,0,299,0,6,0,0,40,103,36,15,9,0,6,0,0,0,0,5,0,38,41
1333415280,594,297,2,295,0,6,0,0,40,103,36,19,8,0,7,0,0,0,0,5,0,39,32
1333415340,594,299,0,295,0,7,0,0,41,103,36,19,9,0,7,0,0,0,0,5,0,38,30
1333415400,594,301,0,293,0,6,0,0,39,103,36,15,9,0,6,0,0,0,1,5,0,38,35
1333415460,598,299,2,297,0,6,0,0,39,104,36,15,9,0,7,0,0,0,1,5,0,38,37
1333415520,891,434,0,457,0,6,0,0,42,103,37,15,9,0,7,0,0,0,0,49,0,38,151
1333415580,886,427,2,457,0,7,0,0,39,103,35,15,9,0,7,0,0,0,7,48,0,38,149
1333415640,845,422,0,423,0,7,0,0,39,103,36,15,9,0,7,0,0,0,0,21,0,38,148
1333415700,817,422,2,393,0,7,0,0,30,103,37,17,9,0,7,0,0,0,0,5,0,39,139
1333415760,2070,424,0,1646,0,7,0,0,39,111,1277,19,9,0,7,0,0,0,0,5,0,38,134
1333415820,2376,422,4,1950,0,7,0,0,40,113,1573,19,9,0,7,0,0,0,0,5,0,39,138
1333415880,2485,422,0,2063,0,7,0,0,39,112,1685,19,9,0,6,0,0,0,0,5,0,38,143
1333415940,2531,422,2,2107,0,7,0,0,40,113,1725,19,9,0,7,0,0,0,0,5,0,38,144
1333416000,2440,424,2,2014,0,7,0,0,39,113,1735,19,9,0,7,0,0,0,0,5,0,38,42
1333416060,2449,424,2,2023,0,7,0,0,39,113,1749,19,9,0,7,0,0,0,0,5,0,38,37
1333416120,2467,420,2,2045,0,7,0,0,40,114,1763,19,8,0,6,0,0,0,0,5,0,38,45
1333416180,2481,422,0,2059,0,7,0,0,40,114,1771,19,9,0,6,0,0,0,0,5,0,39,49
1333416240,2499,420,4,2075,0,6,0,0,39,114,1782,19,9,0,7,0,0,0,0,21,0,39,39
1333416300,2522,456,0,2066,0,7,0,0,40,114,1789,19,9,0,7,0,0,0,0,5,0,38,38
1333416360,4770,2703,2,2065,0,6,0,0,40,115,1797,19,9,0,6,0,0,0,0,5,0,39,29
1333416420,4373,2086,0,2287,0,6,0,0,39,113,1799,19,9,0,7,0,0,0,140,5,0,38,112
1333416480,2595,372,2,2221,0,7,0,0,41,114,1801,19,9,0,7,0,0,0,128,5,0,38,52
1333416540,2595,381,0,2214,0,7,0,0,40,114,1805,17,8,0,7,0,0,0,126,5,0,39,46
1333416600,763,374,0,389,0,7,0,0,39,107,1,19,9,0,7,0,0,0,126,5,0,38,31
1333416660,3066,1469,0,1597,0,7,0,0,45,106,1,15,9,0,6,0,0,0,125,5,0,38,1240
1333416720,3048,2666,2,380,0,7,0,0,39,104,1,19,9,0,7,0,0,0,124,5,0,38,27
1333416780,754,365,0,389,0,7,0,0,39,103,1,19,9,0,7,0,0,0,123,5,0,38,38
1333416840,3345,2972,2,371,0,7,0,0,29,105,1,16,9,0,7,0,0,0,123,5,0,39,30
1333416900,3066,2808,4,254,0,7,0,0,39,104,1,15,8,0,6,0,0,0,0,5,0,38,31
1333416960,763,504,0,259,0,7,0,0,39,103,1,19,9,0,6,0,0,0,0,5,0,38,32
1333417020,3061,2801,4,256,0,7,0,0,40,105,1,15,9,0,7,0,0,0,0,5,0,38,29
1333417080,758,498,2,258,0,6,0,0,40,103,1,15,9,0,7,0,0,0,0,5,0,38,34
1333417140,3066,2808,0,258,0,7,0,0,39,105,1,19,9,0,6,0,0,0,0,5,0,38,29
1333417200,758,498,0,260,0,6,0,0,39,104,0,19,9,0,7,0,0,0,1,5,0,39,31
1333417260,3057,2803,2,252,0,6,0,0,40,104,1,19,9,0,6,0,0,0,0,5,0,38,24
1333417320,758,495,2,261,0,7,0,0,39,103,1,19,9,0,7,0,0,0,0,5,0,39,32
1333417380,754,495,0,259,0,7,0,0,39,103,1,19,9,0,7,0,0,0,0,5,0,38,31
1333417440,786,493,0,293,0,7,0,0,41,104,0,19,9,0,6,0,0,0,0,21,0,38,48
1333417500,676,395,4,277,0,7,0,0,40,103,1,19,9,0,7,0,0,0,0,21,0,38,32
1333417560,658,399,0,259,0,6,0,0,40,102,1,19,9,0,7,0,0,0,0,5,0,38,32
1333417620,699,399,0,300,0,7,0,0,43,103,38,15,9,0,7,0,0,0,0,5,0,38,35
1333417680,699,395,0,304,0,6,0,0,40,105,37,15,9,0,6,0,0,0,0,5,0,38,43
1333417740,1604,591,2,1011,0,6,0,0,39,103,36,15,9,0,7,0,0,0,0,37,0,39,720
1333417800,1457,477,4,976,0,6,0,0,30,103,36,15,9,0,7,0,0,0,0,21,0,39,710
1333417860,1585,614,2,969,0,7,0,0,39,104,36,15,9,0,7,0,0,0,0,5,0,39,708
1333417920,1818,612,4,1202,0,7,0,0,39,103,35,19,9,0,6,0,0,0,0,21,0,38,925
1333417980,1960,614,4,1342,0,7,0,0,41,103,36,19,9,0,56,0,0,0,1,21,0,38,1011
1333418040,1937,614,2,1321,0,7,0,0,41,103,36,15,9,0,56,6,0,0,1,5,0,39,1003
1333418100,1795,477,0,1318,0,7,0,0,41,103,37,15,8,0,56,4,0,0,0,5,0,39,1003
1333418160,1814,475,2,1337,0,7,0,0,41,103,35,15,9,0,56,7,0,0,0,21,0,39,1004
1333418220,1809,479,2,1328,0,6,0,0,42,104,37,15,9,0,56,7,0,0,1,5,0,39,1007
1333418280,1795,482,0,1313,0,6,0,0,41,104,36,15,9,0,56,10,0,0,0,5,0,38,993
1333418340,1800,477,2,1321,0,7,0,0,41,103,35,15,9,0,56,5,0,0,0,5,0,38,1007
1333418400,1690,475,2,1213,0,7,0,0,42,104,36,20,9,0,55,11,0,0,0,5,0,38,886
1333418460,1498,283,2,1213,0,7,0,0,41,105,36,20,9,0,56,5,0,0,0,5,0,38,891
1333418520,1709,491,0,1218,0,7,0,0,41,104,35,20,9,0,56,7,0,0,1,5,0,38,895
1333418580,1709,491,0,1218,0,7,0,0,43,104,37,19,8,0,56,5,0,0,0,5,0,38,896
1333418640,1508,297,0,1211,0,6,0,0,41,104,37,19,9,0,56,10,0,0,1,5,0,39,884
1333418700,1380,155,2,1223,0,7,0,0,40,103,36,15,9,0,55,10,0,0,1,5,0,38,904
1333418760,5917,61,2,5854,0,6,0,0,45,103,35,16,9,0,55,4494,0,0,0,5,0,39,1047
1333418820,6365,198,0,6167,0,6,0,0,39,104,37,249,8,0,54,4505,0,0,141,5,0,39,980
1333418880,6315,187,2,6126,0,6,0,0,39,103,36,179,9,0,54,4497,0,0,129,45,0,39,990
1333418940,6160,185,2,5973,0,6,0,0,30,104,35,175,8,0,54,4470,0,0,127,42,0,39,883
1333419000,6128,185,0,5943,0,7,0,0,39,104,36,177,9,0,54,4469,0,0,126,22,0,38,862
1333419060,6091,182,2,5907,0,6,0,0,39,103,35,180,8,0,54,4447,0,0,125,5,0,39,866
1333419120,6087,185,4,5898,0,6,0,0,39,103,35,178,8,0,54,4447,0,0,124,5,0,38,861
1333419180,6128,182,0,5946,0,7,0,0,40,103,36,180,9,0,55,4490,0,0,123,5,0,38,860
1333419240,6146,182,0,5964,0,7,0,0,39,103,36,179,9,0,55,4461,0,0,127,44,0,38,866
1333419300,6132,180,2,5950,0,6,0,0,39,104,36,180,8,0,55,4457,0,0,124,46,0,39,856
1333419360,6013,180,2,5831,0,7,0,0,40,103,36,111,9,0,55,4454,0,0,1,24,0,38,953
1333419420,5200,180,2,5018,0,6,0,0,39,103,36,20,9,0,55,4487,0,0,0,5,0,38,220
1333419480,5355,180,2,5173,0,7,0,0,39,103,36,24,9,0,55,4497,0,0,1,5,0,39,358
1333419540,5342,180,2,5160,0,6,0,0,41,104,35,20,9,0,54,4480,0,0,0,5,0,39,367
1333419600,5209,63,2,5144,0,7,0,0,40,103,35,15,9,0,54,4466,0,0,1,5,0,38,371
1333419660,5200,59,2,5139,0,7,0,0,39,104,35,18,9,0,54,4453,0,0,0,5,0,39,376
1333419720,1119,61,2,1056,0,6,0,0,43,104,36,15,9,0,56,236,0,0,0,5,0,38,508
1333419780,959,59,0,900,0,7,0,0,39,103,36,15,9,0,56,241,0,0,0,5,0,38,351
1333419840,5566,59,0,5507,21,6,0,0,39,104,36,15,8,1,55,4461,0,0,1,5,0,39,716
1333419900,5765,59,2,5704,349,6,0,0,30,103,36,609,9,0,55,4464,0,0,0,5,0,38,0
1333419960,991,61,2,928,21,7,0,0,39,103,36,20,9,0,55,231,0,0,0,5,0,39,363
1333420020,1325,59,2,1264,352,7,0,0,40,104,37,20,9,0,55,228,0,0,0,5,0,38,369
1333420080,1316,59,0,1257,353,6,0,0,39,104,36,20,9,0,55,236,0,0,0,5,0,38,356
1333420140,5552,61,2,5489,349,7,0,0,39,104,36,16,9,0,55,4455,0,0,1,5,0,38,375
1333420200,6169,61,2,6106,349,6,0,0,39,103,34,385,9,0,55,4460,0,0,0,5,0,38,623
1333420260,1169,59,2,1108,21,7,0,0,39,103,36,16,9,0,56,234,0,0,0,5,0,39,543
1333420320,1211,61,4,1146,21,6,0,0,40,103,35,16,9,0,55,230,0,0,1,5,0,39,586
1333420380,1192,59,2,1131,21,6,0,0,40,103,37,16,9,0,55,233,0,0,1,5,0,38,567
1333420440,1188,61,0,1127,21,7,0,0,39,104,36,16,9,0,55,236,0,0,0,5,0,38,561
1333420500,945,59,0,886,21,6,0,0,41,104,36,16,9,0,56,238,0,0,0,5,0,39,315
1333420560,950,61,0,889,20,6,0,0,39,104,36,15,9,0,56,241,0,0,0,5,0,38,320
1333420620,950,61,0,889,20,7,0,0,39,104,36,15,9,0,55,242,0,0,0,5,0,38,319
1333420680,1297,207,0,1090,21,7,0,0,42,103,36,15,9,0,56,244,0,0,79,5,0,39,434
1333420740,2828,189,2,2637,20,6,0,0,39,103,37,19,9,0,55,243,0,0,7,5,0,38,2056
1333420800,2719,185,2,2532,20,6,0,0,39,104,36,18,9,0,55,242,0,0,7,5,0,38,1953
1333420860,2481,185,2,2294,20,7,0,0,32,103,35,18,9,0,56,0,0,0,7,5,0,38,1964
1333420920,2490,185,0,2305,20,6,0,0,40,104,37,15,9,0,55,0,0,0,7,5,0,38,1969
1333420980,1000,180,4,816,20,7,0,0,39,104,35,15,9,0,56,0,0,0,149,5,0,39,338
1333421040,991,182,0,809,20,7,0,0,40,104,35,15,9,0,56,0,0,0,138,5,0,38,342
1333421100,982,180,0,802,20,6,0,0,40,103,35,15,9,0,56,0,0,0,138,5,0,39,336
1333421160,1000,182,2,816,20,6,0,0,39,102,36,15,8,0,56,0,0,0,136,21,0,38,339
1333421220,982,180,2,800,20,7,0,0,39,102,37,15,9,0,56,0,0,0,136,5,0,38,336
1333421280,982,180,0,802,20,6,0,0,40,104,36,15,9,0,56,0,0,0,134,5,0,38,339
1333421340,977,180,2,795,20,6,0,0,39,104,36,16,9,0,56,0,0,0,133,5,0,38,333
1333421400,854,63,4,787,20,7,0,0,40,103,35,19,9,0,56,0,0,0,132,5,0,39,322
1333421460,854,61,0,793,21,7,0,0,41,103,36,18,9,0,56,0,0,0,132,5,0,39,326
1333421520,863,61,2,800,21,7,0,0,40,104,36,15,9,0,56,0,0,0,131,5,0,39,337
1333421580,859,61,4,794,21,7,0,0,39,104,36,15,9,0,56,0,0,0,131,5,0,39,332
1333421640,859,61,4,794,21,7,0,0,42,103,36,15,9,0,56,0,0,0,131,5,0,39,330
1333421700,863,61,2,800,21,7,0,0,40,103,36,15,9,0,56,0,0,0,131,5,0,38,339
1333421760,854,61,4,789,20,7,0,0,40,103,36,17,9,0,56,0,0,0,129,5,0,38,329
1333421820,859,59,2,798,20,6,0,0,44,104,36,19,8,0,56,0,0,0,129,5,0,38,333
1333421880,849,63,0,786,21,7,0,0,39,103,36,15,9,0,57,0,0,0,129,5,0,38,327
1333421940,859,59,2,798,20,6,0,0,40,104,35,19,9,0,56,0,0,0,129,5,0,39,336
1333422000,722,61,2,659,20,7,0,0,30,103,35,19,9,0,56,0,0,0,7,5,0,38,330
1333422060,735,63,2,670,21,6,0,0,40,103,37,15,9,0,57,0,0,0,7,5,0,39,331
1333422120,735,61,0,674,20,7,0,0,40,103,35,15,9,0,56,0,0,0,7,5,0,38,339
1333422180,740,61,2,677,20,7,0,0,40,103,36,15,9,0,57,0,0,0,7,5,0,39,339
1333422240,731,61,0,670,20,6,0,0,40,103,34,15,9,0,56,0,0,0,7,5,0,39,336
1333422300,735,61,0,674,20,7,0,0,40,103,36,19,9,0,56,0,0,0,7,5,0,39,333
1333422360,735,59,4,672,20,7,0,0,40,103,36,19,9,0,56,0,0,0,7,4,0,38,333
1333422420,740,61,4,675,21,7,0,0,41,104,35,19,9,0,57,0,0,0,7,5,0,38,332
1333422480,740,57,4,679,21,7,0,0,40,103,36,15,9,0,56,0,0,0,7,5,0,38,342
1333422540,1037,205,2,830,21,7,0,0,39,104,36,19,9,0,57,0,0,0,158,5,0,38,337
1333422600,996,187,0,809,21,6,0,0,41,103,36,15,9,0,57,0,0,0,139,5,0,38,339
1333422660,1133,185,0,948,21,7,0,0,40,104,36,15,9,0,56,0,0,0,136,5,0,38,481
1333422720,1119,185,2,932,21,7,0,0,40,103,36,15,9,1,56,0,0,0,134,5,0,38,467
1333422780,1105,185,2,918,21,7,0,0,43,103,37,15,9,0,56,0,0,0,134,5,0,39,449
1333422840,1316,182,0,1134,21,6,0,0,40,104,35,16,9,0,56,0,0,0,133,5,0,39,670
1333422900,1174,185,2,987,20,7,0,0,40,105,36,19,9,0,56,0,0,0,132,5,0,39,519
1333422960,1169,182,0,987,21,6,0,0,30,103,36,17,9,0,56,0,0,0,131,5,0,39,534
1333423020,1174,182,2,990,21,6,0,0,40,104,36,15,9,0,56,0,0,0,127,5,0,39,532
1333423080,900,180,0,720,21,7,0,0,39,103,36,15,9,0,56,0,0,0,126,5,0,39,264
1333423140,1087,180,0,907,21,7,0,0,40,103,37,15,9,0,56,6,0,0,125,5,0,39,444
1333423200,863,182,0,681,21,7,0,0,40,103,35,15,9,0,56,0,0,0,124,5,0,39,227
1333423260,802,59,0,743,21,295,0,0,39,104,37,15,9,0,57,0,0,0,122,5,0,39,0
1333423320,539,61,0,478,21,6,0,0,40,103,36,15,9,0,57,0,0,0,0,5,0,38,148
1333423380,648,59,2,587,20,7,0,0,40,103,36,15,9,0,56,0,0,0,0,5,0,38,258
1333423440,690,61,0,629,20,7,0,0,39,103,36,19,9,0,56,0,0,0,0,5,0,39,296
1333423500,694,63,0,631,21,7,0,0,40,103,36,18,9,0,61,0,0,0,0,5,0,38,293
1333423560,767,61,0,706,21,7,0,0,41,104,37,20,9,0,130,0,0,0,0,5,0,39,293
1333423620,763,61,0,702,21,7,0,0,40,103,36,20,9,0,133,0,0,0,0,5,0,39,289
1333423680,763,61,4,698,21,7,0,0,39,104,37,21,9,0,129,0,0,0,0,5,0,38,288
